freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	time/s	<Ewe>/V	<I>/mA	Cs/µF	Cp/µF	cycle number	|Ewe|/V	|I|/A	Ns	I Range	(Q-Qo)/mA.h	<Ece>/V	|Ece|/V	Phase(Zce)/deg	|Zce|/Ohm	Re(Zce)/Ohm	-Im(Zce)/Ohm	Phase(Zwe-ce)/deg	|Zwe-ce|/Ohm	Re(Zwe-ce)/Ohm	-Im(Zwe-ce)/Ohm	P/W	Re(Y)/Ohm-1	Im(Y)/Ohm-1	|Y|/Ohm-1	Phase(Y)/deg	dq/mA.h	
1.1320493E-001	1.8942633E+001	5.5810022E+000	1.9747681E+001	-1.6416374E+001	7.649643864732189E+005	1.3573631E+001	6.7775009E-006	2.5190836E+005	2.0120316E+004	3.900000000000000E+001	9.4146417E-005	4.7674671E-006	0	14	1.971376344038491E-006	1.3461192E+001	2.6864072E-002	-7.7983465E+000	5.6348730E+003	5.5827603E+003	7.6457886E+002	-7.8283305E+000	5.6543984E+003	5.6017031E+003	7.7015985E+002	0.0000000E+000	4.8574477E-002	1.4311331E-002	5.0638858E-002	1.6416374E+001	1.016616718372688E-006
7.6773763E-002	1.0744294E+001	7.1314921E+000	1.2895659E+001	-3.3574097E+001	7.649918524764925E+005	1.3573770E+001	6.9400294E-006	2.9068784E+005	8.8899758E+004	3.900000000000000E+001	6.1480045E-005	4.7674989E-006	0	14	2.447900004085164E-006	1.3474181E+001	2.8233847E-002	-8.5339422E+000	5.9221504E+003	5.8565811E+003	8.7881915E+002	-8.5866442E+000	5.9338364E+003	5.8673252E+003	8.8595062E+002	0.0000000E+000	6.4608663E-002	4.2883802E-002	7.7545471E-002	3.3574097E+001	4.765236600466731E-007
5.1879965E-002	5.5719733E+000	2.2627726E+000	6.0139027E+000	-2.2102018E+001	7.650324904813375E+005	1.3573732E+001	5.8743549E-006	1.3557499E+006	1.9193253E+005	3.900000000000000E+001	2.8674654E-005	4.7680610E-006	0	14	1.536454812064676E-006	1.3488734E+001	2.9572329E-002	-9.5671864E+000	6.2021709E+003	6.1159072E+003	1.0308258E+003	-9.5792332E+000	6.2080415E+003	6.1214790E+003	1.0330886E+003	0.0000000E+000	1.5406224E-001	6.2564515E-002	1.6628137E-001	2.2102018E+001	-9.114451920204881E-007
3.5195883E-002	1.7642590E+001	6.5040450E+000	1.8803286E+001	-2.0236708E+001	7.650923844884774E+005	1.3573741E+001	6.7828923E-006	6.9525594E+005	8.3184859E+004	3.900000000000000E+001	8.9645670E-005	4.7675535E-006	0	14	-1.831888177384523E-006	1.3499679E+001	3.0616369E-002	-1.0272899E+001	6.4218198E+003	6.3188750E+003	1.1452469E+003	-1.0301843E+001	6.4403403E+003	6.3365176E+003	1.1517510E+003	0.0000000E+000	4.9899343E-002	1.8395688E-002	5.3182196E-002	2.0236708E+001	-3.368342989449199E-006
2.3795672E-002	3.2281841E+001	-2.1434126E+001	3.8749699E+001	3.3582905E+001	7.651809644990359E+005	1.3573394E+001	6.8213658E-006	-3.1204438E+005	-9.5475352E+004	3.900000000000000E+001	1.8473760E-004	4.7674589E-006	0	14	-7.265483852114155E-006	1.3495269E+001	3.1705942E-002	-1.0763621E+001	6.6504907E+003	6.5334819E+003	1.2420297E+003	-1.0531240E+001	6.6782563E+003	6.5657637E+003	1.2205956E+003	0.0000000E+000	2.1499168E-002	-1.4274769E-002	2.5806652E-002	-3.3582905E+001	-5.433595674729632E-006
1.6098291E-002	-1.7258112E+001	-1.8586559E+001	2.5363411E+001	1.3287752E+002	7.653118905146448E+005	1.3573424E+001	6.8002978E-006	-5.3191394E+005	-2.8564331E+005	3.900000000000000E+001	1.2091883E-004	4.7674516E-006	0	14	-1.205869583011663E-005	1.3476346E+001	3.3213194E-002	-1.0379623E+001	6.9666558E+003	6.8526509E+003	1.2551777E+003	-1.0254471E+001	6.9463481E+003	6.8353926E+003	1.2365912E+003	0.0000000E+000	-2.6827361E-002	-2.8892405E-002	3.9426874E-002	-1.3287752E+002	-4.793211978002470E-006
1.0915886E-002	-3.0706389E+000	-3.4441711E+001	3.4578320E+001	9.5094719E+001	7.655049675376602E+005	1.3573681E+001	6.7599644E-006	-4.2332744E+005	-4.1998916E+005	3.900000000000000E+001	1.6485457E-004	4.7675703E-006	0	14	-1.092921859821687E-005	1.3447160E+001	3.4694690E-002	-9.7993164E+000	7.2772266E+003	7.1710513E+003	1.2385676E+003	-9.5358992E+000	7.2684155E+003	7.1679805E+003	1.2041260E+003	0.0000000E+000	-2.5681551E-003	-2.8805600E-002	2.8919855E-002	-9.5094719E+001	1.129477231899752E-006
7.3873415E-003	4.2635529E+001	-4.2701820E+001	6.0342636E+001	4.5044510E+001	7.657902585716704E+005	1.3572990E+001	6.7797755E-006	-5.0452831E+005	-2.5265609E+005	3.900000000000000E+001	2.8768348E-004	4.7674994E-006	0	14	2.180315777176335E-006	1.3418856E+001	3.6334522E-002	-8.7087250E+000	7.6212954E+003	7.5334282E+003	1.1539506E+003	-8.3445778E+000	7.6571284E+003	7.5760640E+003	1.1112488E+003	0.0000000E+000	1.1709088E-002	-1.1727295E-002	1.6572030E-002	-4.5044510E+001	1.310953437539321E-005
5.0018891E-003	5.2657516E+001	2.7677647E+001	5.9488369E+001	-2.7727146E+001	7.662116016218979E+005	1.3573192E+001	6.5761124E-006	1.1496269E+006	2.4885770E+005	3.900000000000000E+001	2.8360149E-004	4.7673434E-006	0	14	2.979085144371028E-005	1.3402539E+001	3.8215328E-002	-8.4019251E+000	8.0160635E+003	7.9300303E+003	1.1712772E+003	-8.5416574E+000	8.0722241E+003	7.9826880E+003	1.1989548E+003	0.0000000E+000	1.4879772E-002	7.8210495E-003	1.6810009E-002	2.7727146E+001	2.761053566653394E-005
1.0000186E+006	-2.9010502E+001	4.6850948E+001	5.5105541E+001	-1.2176614E+002	7.850032560617379E+005	1.3581622E+001	1.5160951E-005	3.3969854E-003	2.4554997E-003	4.000000000000000E+001	2.8505138E-004	5.1728261E-006	0	14	1.633976224898643E-009	1.3499238E+001	2.0661752E-004	4.8285973E+001	3.9942871E+001	2.6578512E+001	-2.9816366E+001	-9.8125084E+001	1.7207312E+001	-2.4319897E+000	1.7034582E+001	0.0000000E+000	-9.5535489E-003	1.5428646E-002	1.8146995E-002	1.2176614E+002	0.000000000000000E+000
6.7700600E+005	-1.5216780E+001	3.4567730E+001	3.7768749E+001	-1.1375919E+002	7.850036410617828E+005	1.3581588E+001	1.5499827E-005	6.8007493E-003	5.6968303E-003	4.000000000000000E+001	2.0661038E-004	5.4704055E-006	0	14	1.617930888155822E-009	1.3497594E+001	1.5256526E-004	2.8976797E+001	2.7889206E+001	2.4397923E+001	-1.3511076E+001	-6.6441788E+001	2.2971201E+001	9.1811428E+000	2.1056654E+001	0.0000000E+000	-1.0667375E-002	2.4232915E-002	2.6476916E-002	1.1375919E+002	-1.604533674282050E-011
4.5833025E+005	-3.8825533E+000	3.6781834E+001	3.6986179E+001	-9.6025620E+001	7.850040260618292E+005	1.3581557E+001	1.8073792E-005	9.4407871E-003	9.3367565E-003	4.000000000000000E+001	1.9807743E-004	5.3554445E-006	0	14	5.606553582680363E-009	1.3498837E+001	1.2857503E-004	-2.5289834E+000	2.4008284E+001	2.3984900E+001	1.0593597E+000	-6.2021458E+001	4.2849274E+001	2.0102346E+001	3.7841194E+001	0.0000000E+000	-2.8381723E-003	2.6887748E-002	2.7037127E-002	9.6025620E+001	3.988622694524540E-009
3.1029172E+005	1.3404423E+001	3.5672195E+001	3.8107533E+001	-6.9405449E+001	7.850042800618596E+005	1.3581560E+001	1.5194997E-005	1.4378715E-002	1.2599640E-002	4.000000000000000E+001	1.7251362E-004	4.5270217E-006	0	14	7.641502076874455E-009	1.3497273E+001	1.2915859E-004	-2.2353725E+001	2.8530588E+001	2.6386614E+001	1.0850855E+001	-4.9459717E+001	6.1218632E+001	3.9791039E+001	4.6523048E+001	0.0000000E+000	9.2305280E-003	2.4564514E-002	2.6241532E-002	6.9405449E+001	2.034948494194093E-009
2.1007459E+005	2.7779331E+001	1.4005637E+001	3.1110273E+001	-2.6756088E+001	7.850046650619060E+005	1.3581534E+001	1.4900228E-005	5.4093335E-002	1.0963313E-002	4.000000000000000E+001	1.4708257E-004	4.7277813E-006	0	14	3.383422083826717E-009	1.3498997E+001	1.3961186E-004	-4.4621063E+001	2.9530102E+001	2.1018578E+001	2.0742378E+001	-3.5453907E+001	5.9905430E+001	4.8797909E+001	3.4748016E+001	0.0000000E+000	2.8702131E-002	1.4470889E-002	3.2143723E-002	2.6756088E+001	-4.258079993047738E-009
1.4222091E+005	1.6612108E+001	-3.1273243E+000	1.6903913E+001	1.0661479E+001	7.850049190619364E+005	1.3581509E+001	1.8040684E-005	-3.5783577E-001	-1.2247715E-002	4.000000000000000E+001	8.0880571E-005	4.7847248E-006	0	14	8.063008341906671E-009	1.3496872E+001	2.2753647E-004	-6.0049534E+001	4.7554768E+001	2.3741770E+001	4.1204178E+001	-4.3337040E+001	5.5482269E+001	4.0353878E+001	3.8076855E+001	0.0000000E+000	5.8136679E-002	-1.0944563E-002	5.9157897E-002	-1.0661479E+001	4.679586258079953E-009
9.6283031E+004	9.6300726E+000	-6.7209592E+000	1.1743491E+001	3.4911716E+001	7.850051730619669E+005	1.3581505E+001	1.4989028E-005	-2.4594562E-001	-8.0557726E-002	4.000000000000000E+001	5.5295233E-005	4.7085855E-006	0	14	1.474926300777055E-008	1.3498075E+001	3.4092314E-004	-6.4201302E+001	7.2404579E+001	3.1511248E+001	6.5187920E+001	-5.4867184E+001	7.1491211E+001	4.1141319E+001	5.8466961E+001	0.0000000E+000	6.9828883E-002	-4.8734531E-002	8.5153550E-002	-3.4911716E+001	6.686254665863879E-009
6.5181484E+004	3.7231236E+000	-5.7339787E+000	6.8366776E+000	5.7003975E+001	7.850055580620132E+005	1.3581549E+001	1.4927808E-005	-4.2583349E-001	-2.9954478E-001	4.000000000000000E+001	3.3111442E-005	4.8432066E-006	0	14	1.965147107211844E-008	1.3497714E+001	4.7842815E-004	-6.3414230E+001	9.8783348E+001	4.4209206E+001	8.8338531E+001	-5.9875011E+001	9.5504036E+001	4.7932327E+001	8.2604553E+001	0.0000000E+000	7.9655774E-002	-1.2267777E-001	1.4626987E-001	-5.7003975E+001	4.902208064347887E-009
4.4128563E+004	3.1638927E+000	-4.4511032E+000	5.4610014E+000	5.4594368E+001	7.850059430620591E+005	1.3581576E+001	1.4497884E-005	-8.1027544E-001	-5.3829885E-001	4.000000000000000E+001	2.6179874E-005	4.7939693E-006	0	14	2.170930387291984E-008	1.3497954E+001	6.5095630E-004	-6.2687386E+001	1.3578650E+002	6.2304977E+001	1.2064851E+002	-6.0601871E+001	1.3337170E+002	6.5468872E+001	1.1619741E+002	0.0000000E+000	1.0609067E-001	-1.4925300E-001	1.8311660E-001	-5.4594368E+001	2.057832800801406E-009
2.9876783E+004	1.3919193E+000	-4.0405183E+000	4.2735496E+000	7.0991669E+001	7.850063280621050E+005	1.3581617E+001	1.5139781E-005	-1.3184062E+000	-1.1785443E+000	4.000000000000000E+001	2.0246998E-005	4.7377475E-006	0	14	2.571235878953517E-008	1.3497554E+001	8.5423182E-004	-6.1825207E+001	1.8030336E+002	8.5132576E+001	1.5893944E+002	-6.0812851E+001	1.7742651E+002	8.6524498E+001	1.5489893E+002	0.0000000E+000	7.6214314E-002	-2.2123793E-001	2.3399752E-001	-7.0991669E+001	4.003054916615331E-009
2.0227139E+004	1.4534245E+000	-5.8996940E+000	6.0760870E+000	7.6160431E+001	7.850067130621504E+005	1.3581525E+001	1.9509172E-005	-1.3336940E+000	-1.2573819E+000	4.000000000000000E+001	2.8639233E-005	4.7134336E-006	0	14	2.951047851333202E-008	1.3497594E+001	1.1417813E-003	-5.9582672E+001	2.4223982E+002	1.2264472E+002	2.0889807E+002	-5.8561481E+001	2.3792581E+002	1.2409814E+002	2.0299838E+002	0.0000000E+000	3.9368112E-002	-1.5980174E-001	1.6457960E-001	-7.6160431E+001	3.798119723796847E-009
1.3695073E+004	8.6147207E-001	-2.7661936E+000	2.8972335E+000	7.2701912E+001	7.850070980621949E+005	1.3581555E+001	1.3785460E-005	-4.2011986E+000	-3.8297584E+000	4.000000000000000E+001	1.3667118E-005	4.7172994E-006	0	14	3.854974922605139E-008	1.3497714E+001	1.4967942E-003	-5.6970558E+001	3.1729895E+002	1.7295010E+002	2.6602045E+002	-5.6565521E+001	3.1545721E+002	1.7381157E+002	2.6325424E+002	0.0000000E+000	1.0262997E-001	-3.2954565E-001	3.4515685E-001	-7.2701912E+001	9.039270712719369E-009
9.2692256E+003	7.1822906E-001	-1.3721303E+000	1.5487397E+000	6.2370602E+001	7.850074830622412E+005	1.3581624E+001	1.3806729E-005	-1.2513573E+001	-9.8223448E+000	4.000000000000000E+001	7.3565116E-006	4.7499989E-006	0	14	3.282488042815353E-008	1.3497434E+001	1.9318406E-003	-5.4933876E+001	4.0670337E+002	2.3365979E+002	3.3288245E+002	-5.4739662E+001	4.0599524E+002	2.3437802E+002	3.3151031E+002	0.0000000E+000	2.9943746E-001	-5.7205600E-001	6.4568633E-001	-6.2370602E+001	-5.724868797897854E-009
6.2722681E+003	2.8679218E+000	-2.0634043E-001	2.8753352E+000	4.1152096E+000	7.850078680622876E+005	1.3581524E+001	1.3635430E-005	-1.2297340E+002	-6.3329035E-001	4.000000000000000E+001	1.3817753E-005	4.8056145E-006	0	14	2.891997430841621E-008	1.3497594E+001	2.4773877E-003	-5.2288509E+001	5.1551941E+002	3.1533585E+002	4.0782785E+002	-5.2023144E+001	5.1711597E+002	3.1820377E+002	4.0762152E+002	0.0000000E+000	3.4688887E-001	-2.4957862E-002	3.4778553E-001	-4.1152096E+000	-3.904906119737326E-009
4.2448467E+003	2.3163040E+000	-9.8478481E-002	2.3183963E+000	2.4344842E+000	7.850082940623388E+005	1.3581522E+001	1.1982547E-005	-3.8072971E+002	-6.8694836E-001	4.000000000000000E+001	1.1282145E-005	4.8663574E-006	0	14	2.799177704540057E-008	1.3497954E+001	3.1370583E-003	-4.9276630E+001	6.4464203E+002	4.2056937E+002	4.8855374E+002	-4.9115253E+001	6.4608112E+002	4.2288568E+002	4.8845526E+002	0.0000000E+000	4.3094334E-001	-1.8321710E-002	4.3133265E-001	-2.4344842E+000	-9.281972630156416E-010
2.8779956E+003	2.7608898E+000	8.0129498E-001	2.8748193E+000	-1.6184351E+001	7.850086950623873E+005	1.3581374E+001	5.9684803E-006	6.9014061E+001	5.3616853E+000	4.000000000000000E+001	1.3221711E-005	4.5991451E-006	0	14	2.257439280657220E-008	1.3497794E+001	3.6502290E-003	-4.6308300E+001	7.9367554E+002	5.4825336E+002	5.7388074E+002	-4.6204468E+001	7.9616333E+002	5.5101422E+002	5.7468201E+002	0.0000000E+000	3.3406267E-001	9.6955240E-002	3.4784794E-001	1.6184351E+001	-5.417384238828366E-009
1.9481171E+003	2.6315289E+000	-7.4800169E-001	2.7357724E+000	1.5867592E+001	7.850093710624669E+005	1.3581566E+001	7.1440504E-006	-1.0922008E+002	-8.1648407E+000	4.000000000000000E+001	1.3391355E-005	4.8949087E-006	0	14	3.290871353612109E-008	1.3497313E+001	4.7220658E-003	-4.3321335E+001	9.6468927E+002	7.0182819E+002	6.6186298E+002	-4.3181984E+001	9.6609344E+002	7.0445972E+002	6.6111499E+002	0.0000000E+000	3.5159945E-001	-9.9940762E-002	3.6552748E-001	-1.5867592E+001	1.033432072954889E-008
1.3187339E+003	3.7980928E+000	1.4296135E+000	4.0582390E+000	-2.0626486E+001	7.850098170625209E+005	1.3581573E+001	6.5704485E-006	8.4419800E+001	1.0476262E+001	4.000000000000000E+001	1.9581355E-005	4.8250868E-006	0	14	3.542469652430214E-008	1.3493866E+001	5.6014922E-003	-3.9928524E+001	1.1609102E+003	8.9023895E+002	7.4510870E+002	-3.9862537E+001	1.1647411E+003	8.9403705E+002	7.4653833E+002	0.0000000E+000	2.3061648E-001	8.6804725E-002	2.4641229E-001	2.0626486E+001	2.515982988181044E-009
8.9299957E+002	2.6002989E+000	-5.3283131E-001	2.6543293E+000	1.1580263E+001	7.850102620625729E+005	1.3581581E+001	6.9630528E-006	-3.3448691E+002	-1.3478731E+001	4.000000000000000E+001	1.2723269E-005	4.7934027E-006	0	14	3.608099853588619E-008	1.3501162E+001	6.5681045E-003	-3.6803440E+001	1.3702384E+003	1.0971436E+003	8.2087103E+002	-3.6720570E+001	1.3720027E+003	1.0997439E+003	8.2033820E+002	0.0000000E+000	3.6907420E-001	-7.5627573E-002	3.7674302E-001	-1.1580263E+001	6.563020115840554E-010
6.0441974E+002	3.5288079E+000	-1.5320187E+000	3.8470204E+000	2.3467896E+001	7.850107060626261E+005	1.3581508E+001	6.9216276E-006	-1.7187688E+002	-2.7258163E+001	4.000000000000000E+001	1.8378190E-005	4.7772533E-006	0	14	3.562448918450892E-008	1.3491901E+001	7.6322588E-003	-3.3634705E+001	1.5976249E+003	1.3301599E+003	8.8491803E+002	-3.3519016E+001	1.5997177E+003	1.3336887E+003	8.8338599E+002	0.0000000E+000	2.3843995E-001	-1.0351782E-001	2.5994143E-001	-2.3467896E+001	-4.565093513772660E-010
4.0908368E+002	1.9048156E+000	3.4893882E+000	3.9754436E+000	-6.1370396E+001	7.850111520626787E+005	1.3581515E+001	6.1662740E-006	1.1149583E+002	8.5898598E+001	4.000000000000000E+001	1.8965204E-005	4.7705880E-006	0	14	3.456551164173524E-008	1.3495469E+001	8.7260790E-003	-3.0483219E+001	1.8291412E+003	1.5763132E+003	9.2789771E+002	-3.0547026E+001	1.8325540E+003	1.5782180E+003	9.3138708E+002	0.0000000E+000	1.2052629E-001	2.2078934E-001	2.5154427E-001	6.1370396E+001	-1.058977542773689E-009
2.7686047E+002	1.8532184E+000	3.5598619E+000	4.0133572E+000	-6.2499092E+001	7.850115930627324E+005	1.3581369E+001	5.9438512E-006	1.6148271E+002	1.2705059E+002	4.000000000000000E+001	1.9133624E-005	4.7674857E-006	0	14	3.305803854332289E-008	1.3496712E+001	9.8774806E-003	-2.7527124E+001	2.0718428E+003	1.8372939E+003	9.5754041E+002	-2.7590637E+001	2.0751328E+003	1.8391472E+003	9.6110028E+002	0.0000000E+000	1.1505646E-001	2.2101285E-001	2.4916795E-001	6.2499092E+001	-1.507473098412348E-009
1.8742110E+002	7.1006236E+000	1.4598738E+000	7.2491441E+000	-1.1618002E+001	7.850120440627858E+005	1.3581391E+001	6.8029472E-006	5.8168298E+002	2.3590847E+001	4.000000000000000E+001	3.4542583E-005	4.7650569E-006	0	14	4.157866283774246E-008	1.3484805E+001	1.0997148E-002	-2.4657202E+001	2.3078735E+003	2.0974417E+003	9.6281787E+002	-2.4616722E+001	2.3149363E+003	2.1045422E+003	9.6427777E+002	0.0000000E+000	1.3512106E-001	2.7780617E-002	1.3794732E-001	1.1618002E+001	8.520624294419573E-009
1.2699121E+002	-2.5223229E+000	1.0522404E+001	1.0820494E+001	-1.0348001E+002	7.850124820628371E+005	1.3581365E+001	7.1615905E-006	1.1910541E+002	1.1263342E+002	4.000000000000000E+001	5.1557403E-005	4.7647923E-006	0	14	3.716502556292767E-008	1.3489535E+001	1.2109627E-002	-2.1906893E+001	2.5414805E+003	2.3579636E+003	9.4822485E+002	-2.2148046E+001	2.5430889E+003	2.3554414E+003	9.5874725E+002	0.0000000E+000	-2.1543020E-002	8.9871250E-002	9.2417225E-002	1.0348001E+002	-4.413637274814793E-009
8.5907173E+001	1.4816571E+001	-8.8709373E+000	1.7269173E+001	3.0909687E+001	7.850129230628908E+005	1.3581520E+001	6.9373014E-006	-2.0884360E+002	-5.5108318E+001	4.000000000000000E+001	8.2258986E-005	4.7633425E-006	0	14	3.517987543662571E-008	1.3488774E+001	1.3186739E-002	-1.9693687E+001	2.7683794E+003	2.6064504E+003	9.3292041E+002	-1.9418581E+001	2.7793721E+003	2.6212671E+003	9.2404950E+002	0.0000000E+000	4.9682640E-002	-2.9745856E-002	5.7906654E-002	-3.0909687E+001	-1.985150126301959E-009
5.8157570E+001	1.3036143E+001	1.8256854E+000	1.3163364E+001	-7.9723063E+000	7.850133820629450E+005	1.3581608E+001	6.8216136E-006	1.4989528E+003	2.8834074E+001	4.000000000000000E+001	6.2709005E-005	4.7639041E-006	0	14	3.313422726412795E-008	1.3508860E+001	1.4201541E-002	-1.7106777E+001	2.9810720E+003	2.8491841E+003	8.7689240E+002	-1.7066788E+001	2.9940691E+003	2.8622202E+003	8.7871808E+002	0.0000000E+000	7.5234205E-002	1.0536398E-002	7.5968422E-002	7.9723063E+000	-2.045648172497754E-009
3.9407314E+001	2.9117284E+000	-6.2286925E+000	6.8756652E+000	6.4945313E+001	7.850138320629988E+005	1.3581511E+001	6.5525373E-006	-6.4840509E+002	-5.3212146E+002	4.000000000000000E+001	3.2751261E-005	4.7633589E-006	0	14	3.793312534107132E-008	1.3507256E+001	1.5234688E-002	-1.4989782E+001	3.1983079E+003	3.0894758E+003	8.2723206E+002	-1.4868550E+001	3.1995166E+003	3.0923875E+003	8.2100336E+002	0.0000000E+000	6.1591584E-002	-1.3175511E-001	1.4544047E-001	-6.4945313E+001	4.798898076943364E-009
2.6682035E+001	3.4465292E+000	7.3292947E+000	8.0992050E+000	-6.4815201E+001	7.850142510630484E+005	1.3581492E+001	8.1733269E-006	8.1383990E+002	6.6646686E+002	4.000000000000000E+001	3.8581278E-005	4.7635881E-006	0	14	3.523162354228601E-008	1.3510102E+001	1.6075451E-002	-1.2810913E+001	3.3746519E+003	3.2906472E+003	7.4827582E+002	-1.2919119E+001	3.3796438E+003	3.2940938E+003	7.5560510E+002	0.0000000E+000	5.2540861E-002	1.1173195E-001	1.2346891E-001	6.4815201E+001	-2.701501798785305E-009
1.8042725E+001	8.1426611E+000	1.2122802E+000	8.2324085E+000	-8.4680023E+000	7.850147410631068E+005	1.3581429E+001	1.0897289E-005	7.2763735E+003	1.5778554E+002	4.000000000000000E+001	3.9220635E-005	4.7641752E-006	0	14	4.763879853206276E-008	1.3512708E+001	1.6818764E-002	-1.1166094E+001	3.5302571E+003	3.4634290E+003	6.8364777E+002	-1.1159820E+001	3.5384802E+003	3.4715715E+003	6.8486005E+002	0.0000000E+000	1.2014689E-001	1.7887482E-002	1.2147114E-001	8.4680023E+000	1.240717498977675E-008
1.2226137E+001	1.1406037E+001	8.4672709E+000	1.4205364E+001	-3.6588345E+001	7.850151090631504E+005	1.3581327E+001	6.9749890E-006	1.5374020E+003	5.4622247E+002	4.000000000000000E+001	6.7676119E-005	4.7641242E-006	0	14	5.325530178063786E-008	1.3479193E+001	1.7459847E-002	-9.5760498E+000	3.6648596E+003	3.6137922E+003	6.0967352E+002	-9.6765699E+000	3.6775210E+003	3.6251982E+003	6.1814081E+002	0.0000000E+000	5.6523629E-002	4.1960314E-002	7.0395939E-002	3.6588345E+001	5.616503248575100E-009
8.2759562E+000	5.0513668E+000	-1.5955006E+000	5.2973509E+000	1.7528994E+001	7.850156420632135E+005	1.3581313E+001	1.0527820E-005	-1.2053272E+004	-1.0934060E+003	4.000000000000000E+001	2.5229669E-005	4.7626954E-006	0	14	5.877795495353805E-008	1.3511024E+001	1.8087123E-002	-8.5589695E+000	3.7976653E+003	3.7553716E+003	5.6519604E+002	-8.5238676E+000	3.8024236E+003	3.7604229E+003	5.6360052E+002	0.0000000E+000	1.8000783E-001	-5.6856416E-002	1.8877360E-001	-1.7528994E+001	5.522653172900191E-009
5.6043758E+000	6.8050084E+000	-3.6412029E+000	7.7179337E+000	2.8150206E+001	7.850160410632622E+005	1.3581308E+001	7.1936879E-006	-7.7991631E+003	-1.7359438E+003	4.000000000000000E+001	3.6767826E-005	4.7639469E-006	0	14	1.490009647558724E-008	1.3507456E+001	1.8582489E-002	-7.8105955E+000	3.9006499E+003	3.8644624E+003	5.3009357E+002	-7.7441297E+000	3.9068994E+003	3.8712673E+003	5.2645239E+002	0.0000000E+000	1.1424220E-001	-6.1128363E-002	1.2956835E-001	-2.8150206E+001	-4.387785847795082E-008
3.7924759E+000	7.4651871E+000	-2.0448043E+000	7.7401710E+000	1.5318280E+001	7.850166200633310E+005	1.3581277E+001	6.6848365E-006	-2.0523223E+004	-1.4323461E+003	4.000000000000000E+001	3.6874539E-005	4.7640469E-006	0	14	2.740715918432733E-008	1.3484405E+001	1.9109596E-002	-7.2321491E+000	4.0112107E+003	3.9792983E+003	5.0497092E+002	-7.1898255E+000	4.0183601E+003	3.9867634E+003	5.0292612E+002	0.0000000E+000	1.2460618E-001	-3.4131128E-002	1.2919611E-001	-1.5318280E+001	1.250706270874010E-008
2.5682116E+000	1.1408608E+001	6.8991035E-001	1.1429450E+001	-3.4606211E+000	7.850174610634316E+005	1.3581303E+001	5.9168619E-006	8.9824891E+004	3.2728894E+002	4.000000000000000E+001	5.4449818E-005	4.7639928E-006	0	14	1.022830600857389E-007	1.3476426E+001	1.9584836E-002	-6.8870201E+000	4.1110132E+003	4.0813503E+003	4.9295956E+002	-6.8775263E+000	4.1224224E+003	4.0927590E+003	4.9364948E+002	0.0000000E+000	8.7333731E-002	5.2813138E-003	8.7493271E-002	3.4606211E+000	7.487590090141161E-008
1.7399776E+000	7.0308080E+000	2.5283828E+000	7.4716115E+000	-1.9779337E+001	7.850186930635790E+005	1.3581273E+001	8.2401129E-006	3.6177090E+004	4.1427690E+003	4.000000000000000E+001	3.5591180E-005	4.7635212E-006	0	14	1.772625074611274E-007	1.3485847E+001	2.0165561E-002	-6.7265325E+000	4.2333306E+003	4.2041904E+003	4.9585272E+002	-6.7493324E+000	4.2406094E+003	4.2112212E+003	4.9838110E+002	0.0000000E+000	1.2594377E-001	4.5291245E-002	1.3383994E-001	1.9779337E+001	7.497944737538849E-008
1.1772907E+000	1.8583443E+000	4.0685911E+000	4.4729047E+000	-6.5451271E+001	7.850205020637936E+005	1.3581258E+001	7.8737776E-006	3.3227098E+004	2.7491676E+004	4.000000000000000E+001	2.1305115E-005	4.7631497E-006	0	14	1.729746061179216E-007	1.3502806E+001	2.0772122E-002	-6.8964486E+000	4.3610054E+003	4.3294526E+003	5.2364905E+002	-6.9465575E+000	4.3633408E+003	4.3313110E+003	5.2771765E+002	0.0000000E+000	9.2885278E-002	2.0335963E-001	2.2356836E-001	6.5451271E+001	-4.287901343205789E-009
7.9621863E-001	6.2760887E+000	-2.7094722E+000	6.8359733E+000	2.3350508E+001	7.850231660641115E+005	1.3581288E+001	7.2111502E-006	-7.3773961E+004	-1.1589689E+004	4.000000000000000E+001	3.2563294E-005	4.7635199E-006	0	14	3.386005176228145E-008	1.3512788E+001	2.1335607E-002	-7.3081651E+000	4.4789585E+003	4.4425728E+003	5.6975018E+002	-7.2636323E+000	4.4848398E+003	4.4488486E+003	5.6704071E+002	0.0000000E+000	1.3430382E-001	-5.7980768E-002	1.4628495E-001	-2.3350508E+001	-1.391145543556402E-007
5.3938830E-001	6.6149635E+000	6.7998013E+000	9.4865713E+000	-4.5789410E+001	7.850270900645796E+005	1.3581449E+001	7.9400716E-006	4.3393270E+004	2.2294426E+004	4.000000000000000E+001	4.5184523E-005	4.7629983E-006	0	14	-2.278958894517997E-007	1.3515434E+001	2.1923423E-002	-7.5186782E+000	4.6028618E+003	4.5632876E+003	6.0228168E+002	-7.5917015E+000	4.6103130E+003	4.5699023E+003	6.0908148E+002	0.0000000E+000	7.3503651E-002	7.5557515E-002	1.0541216E-001	4.5789410E+001	-2.617559412140811E-007
